hour,id,pv_capacity,battery_capacity,battery_level,imbalance,money_balance,trading_price,neighbourhood,transactions
0,43,2.5,10,0.0,0.0,-0.06238762,0.20202555590127172,Santa_Rita,"[{'sender': 'Aggregator', 'receiver': 43, 'amount': 0.29708391427993774, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,66,2.25,5,0.0,0.0,-0.04662241,0.21962529854701357,Santa_Rita,"[{'sender': 'Aggregator', 'receiver': 66, 'amount': 0.2220114767551422, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,68,4.5,0,0.0,0.0,-0.07251792,0.21420539634070992,Santa_Rita,"[{'sender': 'Aggregator', 'receiver': 68, 'amount': 0.3453234136104584, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,98,0.25,10,0.0,0.0,-0.050896604,0.19630441677968455,Santa_Rita,"[{'sender': 'Aggregator', 'receiver': 98, 'amount': 0.2423647940158844, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,0,4.5,10,0.0,0.0,-0.079041146,0.18626144435055186,Lingotto,"[{'sender': 'Aggregator', 'receiver': 0, 'amount': 0.3763864040374756, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,7,3.0,10,0.0,0.0,-0.07841466,0.2014987500790928,Lingotto,"[{'sender': 'Aggregator', 'receiver': 7, 'amount': 0.3734031617641449, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,12,4.5,10,0.0,0.0,-0.08120665,0.18988135554781338,Lingotto,"[{'sender': 'Aggregator', 'receiver': 12, 'amount': 0.38669833540916443, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,28,0.75,0,0.0,0.0,-0.049655292,0.2165486229602821,Lingotto,"[{'sender': 'Aggregator', 'receiver': 28, 'amount': 0.23645378649234772, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,34,0.25,0,0.0,0.0,-0.09091432,0.18819829477158528,Lingotto,"[{'sender': 'Aggregator', 'receiver': 34, 'amount': 0.43292534351348877, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,54,2.25,10,0.0,0.0,-0.055669617,0.2161561989011892,Lingotto,"[{'sender': 'Aggregator', 'receiver': 54, 'amount': 0.2650934159755707, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,61,4.0,5,0.0,0.0,-0.05987476,0.18083213956046,Lingotto,"[{'sender': 'Aggregator', 'receiver': 61, 'amount': 0.2851179242134094, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,70,4.5,10,0.0,0.0,-0.03822493,0.18805675914773942,Lingotto,"[{'sender': 'Aggregator', 'receiver': 70, 'amount': 0.18202349543571472, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,75,4.5,5,0.0,0.0,-0.09201913,0.18680286078648484,Lingotto,"[{'sender': 'Aggregator', 'receiver': 75, 'amount': 0.438186377286911, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,81,3.75,10,0.0,0.0,-0.09484599,0.1941659086914646,Lingotto,"[{'sender': 'Aggregator', 'receiver': 81, 'amount': 0.4516475796699524, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,95,4.0,10,0.0,0.0,-0.07355324,0.18582316409280938,Lingotto,"[{'sender': 'Aggregator', 'receiver': 95, 'amount': 0.35025355219841003, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,99,3.75,0,0.0,0.0,-0.05387762,0.20547385451252712,Lingotto,"[{'sender': 'Aggregator', 'receiver': 99, 'amount': 0.2565600872039795, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,2,2.0,5,0.0,0.0,-0.07125776,0.21438773685842102,Aurora,"[{'sender': 'Aggregator', 'receiver': 2, 'amount': 0.33932268619537354, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,19,2.5,10,0.0,0.0,-0.035206847,0.19001996680297745,Aurora,"[{'sender': 'Aggregator', 'receiver': 19, 'amount': 0.16765165328979492, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,21,2.75,0,0.0,0.0,-0.100094534,0.21272570156267312,Aurora,"[{'sender': 'Aggregator', 'receiver': 21, 'amount': 0.47664064168930054, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,30,0.25,5,0.0,0.0,-0.08404697,0.20336398730425054,Aurora,"[{'sender': 'Aggregator', 'receiver': 30, 'amount': 0.40022367238998413, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,36,1.0,0,0.0,0.0,-0.07000568,0.21151034941239472,Aurora,"[{'sender': 'Aggregator', 'receiver': 36, 'amount': 0.33336037397384644, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,63,4.25,0,0.0,0.0,-0.06665821,0.21624806400544877,Aurora,"[{'sender': 'Aggregator', 'receiver': 63, 'amount': 0.31742003560066223, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,92,3.75,5,0.0,0.0,-0.098010026,0.20096428434737082,Aurora,"[{'sender': 'Aggregator', 'receiver': 92, 'amount': 0.46671441197395325, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,94,1.25,10,0.0,0.0,-0.072184496,0.21422813533214569,Aurora,"[{'sender': 'Aggregator', 'receiver': 94, 'amount': 0.3437356948852539, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,1,0.5,0,0.0,0.0,-0.049206473,0.2032839819822855,Barriera_di_Milano,"[{'sender': 'Aggregator', 'receiver': 1, 'amount': 0.23431654274463654, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,23,0.0,0,0.0,0.0,-0.034976147,0.18282991445053773,Barriera_di_Milano,"[{'sender': 'Aggregator', 'receiver': 23, 'amount': 0.1665530800819397, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,40,1.5,0,0.0,0.0,-0.08164785,0.21593367795529567,Barriera_di_Milano,"[{'sender': 'Aggregator', 'receiver': 40, 'amount': 0.3887993097305298, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,47,1.25,10,0.0,0.0,-0.08599261,0.181497368663162,Barriera_di_Milano,"[{'sender': 'Aggregator', 'receiver': 47, 'amount': 0.40948864817619324, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,49,1.0,5,0.0,0.0,-0.066888325,0.21740871642231008,Barriera_di_Milano,"[{'sender': 'Aggregator', 'receiver': 49, 'amount': 0.3185158371925354, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,60,3.75,5,0.0,0.0,-0.06068934,0.21486138673423205,Barriera_di_Milano,"[{'sender': 'Aggregator', 'receiver': 60, 'amount': 0.2889968752861023, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,65,4.5,10,0.0,0.0,-0.093182795,0.20209580220326082,Barriera_di_Milano,"[{'sender': 'Aggregator', 'receiver': 65, 'amount': 0.44372761249542236, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,69,0.25,10,0.0,0.0,-0.058339644,0.20389954822396447,Barriera_di_Milano,"[{'sender': 'Aggregator', 'receiver': 69, 'amount': 0.2778078317642212, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,72,2.5,0,0.0,0.0,-0.05209578,0.18312872804520192,Barriera_di_Milano,"[{'sender': 'Aggregator', 'receiver': 72, 'amount': 0.24807514250278473, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,86,1.25,5,0.0,0.0,-0.054281257,0.20021071166882642,Barriera_di_Milano,"[{'sender': 'Aggregator', 'receiver': 86, 'amount': 0.2584821879863739, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,25,4.25,5,0.0,0.0,-0.047746416,0.2156550998757381,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 25, 'amount': 0.22736389935016632, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,35,1.0,10,0.0,0.0,-0.054845292,0.21787561650947113,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 35, 'amount': 0.26116806268692017, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,41,0.0,5,0.0,0.0,-0.065071106,0.19367492898459707,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 41, 'amount': 0.3098624050617218, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,44,3.0,0,0.0,0.0,-0.07164516,0.20248225628103866,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 44, 'amount': 0.3411674499511719, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,51,1.75,5,0.0,0.0,-0.04411039,0.19778996534848284,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 51, 'amount': 0.21004948019981384, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,55,1.25,0,0.0,0.0,-0.0944897,0.19265286795089456,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 55, 'amount': 0.4499509632587433, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,62,3.75,10,0.0,0.0,-0.035550043,0.215292361424045,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 62, 'amount': 0.16928592324256897, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,73,1.75,0,0.0,0.0,-0.05891267,0.2192466925870046,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 73, 'amount': 0.2805365324020386, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,74,4.5,0,0.0,0.0,-0.048994888,0.21657752345146541,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 74, 'amount': 0.23330900073051453, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,76,2.75,10,0.0,0.0,-0.06224822,0.19954854703549765,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 76, 'amount': 0.2964200973510742, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,80,0.0,10,0.0,0.0,-0.09496426,0.2180458384140168,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 80, 'amount': 0.45221078395843506, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,90,1.75,10,0.0,0.0,-0.03372581,0.19088951957473416,Cit_Turin,"[{'sender': 'Aggregator', 'receiver': 90, 'amount': 0.16059909760951996, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,6,4.0,5,0.0,0.0,-0.0539241,0.21926618420172034,Crocetta,"[{'sender': 'Aggregator', 'receiver': 6, 'amount': 0.2567814290523529, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,9,3.5,5,0.0,0.0,-0.059222803,0.19427295656300558,Crocetta,"[{'sender': 'Aggregator', 'receiver': 9, 'amount': 0.2820133566856384, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,16,4.75,5,0.0,0.0,-0.07382938,0.19672820096453936,Crocetta,"[{'sender': 'Aggregator', 'receiver': 16, 'amount': 0.3515684902667999, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,26,3.5,5,0.0,0.0,-0.08917885,0.1817101065123401,Crocetta,"[{'sender': 'Aggregator', 'receiver': 26, 'amount': 0.42466121912002563, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,29,0.25,0,0.0,0.0,-0.06796953,0.1841105879068733,Crocetta,"[{'sender': 'Aggregator', 'receiver': 29, 'amount': 0.32366442680358887, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,32,3.75,10,0.0,0.0,-0.03950216,0.20033141852696446,Crocetta,"[{'sender': 'Aggregator', 'receiver': 32, 'amount': 0.1881055235862732, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,38,0.5,5,0.0,0.0,-0.033121984,0.2195342982642254,Crocetta,"[{'sender': 'Aggregator', 'receiver': 38, 'amount': 0.15772373974323273, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,45,3.0,10,0.0,0.0,-0.07709319,0.19027550740295401,Crocetta,"[{'sender': 'Aggregator', 'receiver': 45, 'amount': 0.3671104609966278, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,56,4.5,5,0.0,0.0,-0.064681426,0.19842632221280776,Crocetta,"[{'sender': 'Aggregator', 'receiver': 56, 'amount': 0.30800679326057434, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,57,4.0,10,0.0,0.0,-0.0846206,0.2119225389121258,Crocetta,"[{'sender': 'Aggregator', 'receiver': 57, 'amount': 0.4029552638530731, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,87,4.0,10,0.0,0.0,-0.05061876,0.20830384208349437,Crocetta,"[{'sender': 'Aggregator', 'receiver': 87, 'amount': 0.24104171991348267, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,93,4.5,10,0.0,0.0,-0.07928589,0.21394185728721068,Crocetta,"[{'sender': 'Aggregator', 'receiver': 93, 'amount': 0.3775518834590912, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,4,1.75,5,0.0,0.0,-0.0785516,0.20283731955176887,San_Donato,"[{'sender': 'Aggregator', 'receiver': 4, 'amount': 0.37405523657798767, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,8,4.0,10,0.0,0.0,-0.09381188,0.1986507382994217,San_Donato,"[{'sender': 'Aggregator', 'receiver': 8, 'amount': 0.44672322273254395, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,10,4.75,10,0.0,0.0,-0.08512417,0.19607079377061548,San_Donato,"[{'sender': 'Aggregator', 'receiver': 10, 'amount': 0.40535321831703186, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,24,1.0,0,0.0,0.0,-0.04856436,0.217686970046264,San_Donato,"[{'sender': 'Aggregator', 'receiver': 24, 'amount': 0.23125885426998138, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,27,0.0,5,0.0,0.0,-0.035463344,0.19417685992557154,San_Donato,"[{'sender': 'Aggregator', 'receiver': 27, 'amount': 0.16887307167053223, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,39,3.25,10,0.0,0.0,-0.0327616,0.19669108812453462,San_Donato,"[{'sender': 'Aggregator', 'receiver': 39, 'amount': 0.15600761771202087, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,46,2.5,0,0.0,0.0,-0.04430449,0.19406197078952203,San_Donato,"[{'sender': 'Aggregator', 'receiver': 46, 'amount': 0.21097376942634583, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,53,2.0,0,0.0,0.0,-0.076883875,0.2072437048913276,San_Donato,"[{'sender': 'Aggregator', 'receiver': 53, 'amount': 0.36611369252204895, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,58,4.25,5,0.0,0.0,-0.07108973,0.1963402217803172,San_Donato,"[{'sender': 'Aggregator', 'receiver': 58, 'amount': 0.3385225236415863, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,83,2.5,5,0.0,0.0,-0.085374966,0.21798234745096956,San_Donato,"[{'sender': 'Aggregator', 'receiver': 83, 'amount': 0.406547486782074, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,85,1.75,5,0.0,0.0,-0.06770253,0.2005057053097238,San_Donato,"[{'sender': 'Aggregator', 'receiver': 85, 'amount': 0.3223930299282074, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,91,1.75,0,0.0,0.0,-0.041531447,0.18461708743001337,San_Donato,"[{'sender': 'Aggregator', 'receiver': 91, 'amount': 0.19776880741119385, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
0,96,2.75,10,0.0,0.0,-0.067240484,0.2066875746742095,San_Donato,"[{'sender': 'Aggregator', 'receiver': 96, 'amount': 0.32019278407096863, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 0}]"
1,15,3.75,10,0.0,0.0,-0.08155069,0.21910715897848504,San_Salvario,"[{'sender': 'Aggregator', 'receiver': 15, 'amount': 0.2051127701997757, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
1,17,4.75,0,0.0,0.0,-0.1470125,0.2187567362091496,San_Salvario,"[{'sender': 'Aggregator', 'receiver': 17, 'amount': 0.33888527750968933, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
1,37,3.25,10,0.0,0.0,-0.08138217,0.21981742779523195,San_Salvario,"[{'sender': 'Aggregator', 'receiver': 37, 'amount': 0.20633822679519653, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
1,42,1.25,0,0.0,0.0,-0.1724823,0.18838497816943556,San_Salvario,"[{'sender': 'Aggregator', 'receiver': 42, 'amount': 0.4273947775363922, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
1,52,2.0,0,0.0,0.0,-0.1286312,0.2080630463930241,San_Salvario,"[{'sender': 'Aggregator', 'receiver': 52, 'amount': 0.30871158838272095, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
1,77,0.0,0,0.0,0.0,-0.0818729,0.2028382413868045,San_Salvario,"[{'sender': 'Aggregator', 'receiver': 77, 'amount': 0.19364483654499054, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
1,82,0.0,0,0.0,0.0,-0.13841292,0.21316489615777057,San_Salvario,"[{'sender': 'Aggregator', 'receiver': 82, 'amount': 0.3179914653301239, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
1,3,0.75,0,0.0,0.0,-0.06801919,0.18940049067147205,Centro,"[{'sender': 'Aggregator', 'receiver': 3, 'amount': 0.1729516237974167, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
1,13,3.75,10,0.0,0.0,-0.14504725,0.21589970505670897,Centro,"[{'sender': 'Aggregator', 'receiver': 13, 'amount': 0.34986430406570435, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
1,31,1.75,5,0.0,0.0,-0.09320094,0.1894613201214122,Centro,"[{'sender': 'Aggregator', 'receiver': 31, 'amount': 0.22454437613487244, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
1,33,2.75,0,0.0,0.0,-0.18316104,0.2196054352352993,Centro,"[{'sender': 'Aggregator', 'receiver': 33, 'amount': 0.4403073489665985, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
1,50,2.75,5,0.0,0.0,-0.20348597,0.20198236717859294,Centro,"[{'sender': 'Aggregator', 'receiver': 50, 'amount': 0.4828433394432068, 'price_per_kWh': 0.21000000000000002, 'type': 'GRID_buy', 'hour': 1}]"
